id,type,question,answer
179,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 3/10, 1/2; route two stages 1/2, 2/3, 1/4 -> 53/240
Route one stages 1/3, 1/2, 7/8; route two stages 1/3, 4/5 -> 269/720

Now determine the charter value for:
Route one stages 3/4, 1/2, 1/4; route two stages 1/2, 1/2
Please only give the answer in reduced fractional form and only reply with the answer.",41/128
180,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 2/3, 2/3; route two stages 1/8, 1/2, 3/8 -> 527/1152
Route one stages 1/2, 1/2; route two stages 1/2, 3/4, 1/3 -> 11/32

Now determine the charter value for:
Route one stages 1/2, 1/12, 1/2; route two stages 1/3, 1/3, 1/10
Please only give the answer in reduced fractional form and only reply with the answer.",137/4320
181,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 3/4, 4/5, 5/8; route two stages 3/4, 7/8 -> 201/256
Route one stages 1/4, 2/3, 1/8; route two stages 4/5, 1/3, 1/2 -> 109/720

Now determine the charter value for:
Route one stages 1/2, 1/2; route two stages 1/4, 1/2
Please only give the answer in reduced fractional form and only reply with the answer.",11/32
182,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/2, 1/2; route two stages 2/3, 3/5 -> 11/20
Route one stages 1/2, 4/5, 2/5; route two stages 1/5, 9/10 -> 389/1250

Now determine the charter value for:
Route one stages 4/5, 1/3; route two stages 1/3, 1/5, 3/4
Please only give the answer in reduced fractional form and only reply with the answer.",91/300
183,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 3/4, 4/5, 3/5; route two stages 2/3, 1/2 -> 43/75
Route one stages 1/3, 1/2, 1/6; route two stages 2/3, 5/6 -> 46/81

Now determine the charter value for:
Route one stages 1/3, 7/8; route two stages 1/2, 4/5
Please only give the answer in reduced fractional form and only reply with the answer.",23/40
184,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 2/5, 2/3; route two stages 1/2, 2/5 -> 31/75
Route one stages 2/3, 1/2; route two stages 5/6, 5/12 -> 61/108

Now determine the charter value for:
Route one stages 1/12, 1/4, 1/2; route two stages 1/8, 2/3
Please only give the answer in reduced fractional form and only reply with the answer.",107/1152
185,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/12, 3/8; route two stages 1/6, 1/2 -> 43/384
Route one stages 1/3, 5/8, 3/4; route two stages 3/5, 2/3 -> 79/160

Now determine the charter value for:
Route one stages 1/2, 1/2; route two stages 1/2, 5/8
Please only give the answer in reduced fractional form and only reply with the answer.",31/64
186,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/2, 1/3; route two stages 7/12, 3/10 -> 5/16
Route one stages 3/5, 1/2, 4/5; route two stages 1/8, 1/2 -> 23/80

Now determine the charter value for:
Route one stages 5/8, 1/3; route two stages 3/4, 1/2
Please only give the answer in reduced fractional form and only reply with the answer.",97/192
187,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/2, 3/8; route two stages 1/2, 1/4, 1/2 -> 61/256
Route one stages 3/10, 1/2, 2/5; route two stages 5/6, 1/2, 1/2 -> 307/1200

Now determine the charter value for:
Route one stages 3/4, 1/4, 2/5; route two stages 1/3, 1/2
Please only give the answer in reduced fractional form and only reply with the answer.",11/48
188,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 5/6, 1/2, 7/8; route two stages 1/2, 5/8 -> 865/1536
Route one stages 5/8, 2/3, 1/2; route two stages 1/5, 5/6, 1/2 -> 79/288

Now determine the charter value for:
Route one stages 1/2, 3/4, 2/3; route two stages 5/6, 1/2
Please only give the answer in reduced fractional form and only reply with the answer.",9/16
189,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 5/8, 5/12, 1/2; route two stages 1/4, 1/3 -> 467/2304
Route one stages 1/12, 2/3; route two stages 1/8, 2/5 -> 37/360

Now determine the charter value for:
Route one stages 3/4, 1/2; route two stages 4/5, 1/3, 1/3
Please only give the answer in reduced fractional form and only reply with the answer.",31/72
190,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 5/12, 1/4; route two stages 2/3, 3/5 -> 37/80
Route one stages 7/10, 7/8, 1/2; route two stages 1/10, 1/2 -> 1091/3200

Now determine the charter value for:
Route one stages 5/6, 1/8, 1/2; route two stages 1/10, 1/2, 1/4
Please only give the answer in reduced fractional form and only reply with the answer.",491/7680
191,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 5/6, 5/6, 1/3; route two stages 1/3, 1/12 -> 983/3888
Route one stages 1/2, 1/2; route two stages 4/5, 1/2, 1/12 -> 11/40

Now determine the charter value for:
Route one stages 1/3, 3/4, 1/8; route two stages 5/6, 3/5
Please only give the answer in reduced fractional form and only reply with the answer.",33/64
192,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/2, 5/6, 9/10; route two stages 1/4, 1/3 -> 41/96
Route one stages 3/4, 2/3, 3/4; route two stages 2/3, 2/5 -> 13/24

Now determine the charter value for:
Route one stages 3/10, 11/12, 3/10; route two stages 3/10, 1/4, 1/6
Please only give the answer in reduced fractional form and only reply with the answer.",3007/32000
193,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 5/8, 1/2; route two stages 1/6, 3/4 -> 51/128
Route one stages 3/4, 1/2; route two stages 1/3, 3/8, 3/4 -> 111/256

Now determine the charter value for:
Route one stages 9/10, 2/3; route two stages 1/2, 1/5
Please only give the answer in reduced fractional form and only reply with the answer.",16/25
194,probability,"In the relay charter, a message may be sent along two independent routes. A route succeeds only if every one of its stages succeeds, and the message arrives if at least one route succeeds.

Earlier charters:
Route one stages 1/2, 1/3, 1/12; route two stages 1/3, 5/8 -> 379/1728
Route one stages 3/10, 2/3; route two stages 3/8, 1/6 -> 1/4

Now determine the charter value for:
Route one stages 5/8, 4/5; route two stages 1/3, 1/2, 5/8
Please only give the answer in reduced fractional form and only reply with the answer.",53/96
